======================================================================
Total cycles: 105068

Exclusive elapsed times for each method, not including time spent in
children, sorted by exclusive time.

    Usecs  self %  sum %  Method
[740]    0.0%                     5+0             16 android/view/View.isEnabled ()Z
               100.0%   excl                      16
----------------------------------------------------
               100.0%   [71]      4/4             16 android/view/View.requestLayout ()V
[741]    0.0%                     4+0             16 android/view/View.isLayoutRequested ()Z
               100.0%   excl                      16
----------------------------------------------------
               100.0%  [304]      5/5             16 android/view/View.skipInvalidate ()Z
[742]    0.0%                     5+0             16 android/view/ViewGroup.isViewTransitioning (Landroid/view/View;)Z
               100.0%   excl                      16
----------------------------------------------------
                81.2%  [387]      4/5             13 java/util/regex/Splitter.finishSplit (Ljava/util/List;Ljava/lang/String;III)[Ljava/lang/String;
                18.8%  [777]      1/5              3 android/app/Application.collectActivityLifecycleCallbacks ()[Ljava/lang/Object;
[743]    0.0%                     5+0             16 java/util/ArrayList.size ()I
               100.0%   excl                      16
----------------------------------------------------
               100.0%  [510]      5/5             15 android/widget/TextView.setTypeface (Landroid/graphics/Typeface;)V
[744]    0.0%                     5+0             15 android/graphics/Paint.getTypeface ()Landroid/graphics/Typeface;
               100.0%   excl                      15
----------------------------------------------------
               100.0%  [236]      4/4             15 android/graphics/drawable/DrawableContainer.selectDrawable (I)Z
[745]    0.0%                     4+0             15 android/graphics/drawable/ColorDrawable.setAlpha (I)V
               100.0%   excl                      15
----------------------------------------------------
               100.0%  [359]      1/1             15 android/os/Bundle.readFromParcelInner (Landroid/os/Parcel;I)V
[746]    0.0%                     1+0             15 android/os/Parcel.appendFrom (Landroid/os/Parcel;II)V
                40.0%   excl                       6
                60.0%  [813]      1/1              9 android/os/Parcel.nativeAppendFrom (IIII)V
----------------------------------------------------
               100.0%  [508]      1/1             15 android/text/method/SingleLineTransformationMethod.getInstance ()Landroid/text/method/SingleLineTransformationMethod;
[747]    0.0%                     1+0             15 android/text/method/SingleLineTransformationMethod.<init> ()V
                60.0%   excl                       9
                40.0%  [859]      1/1              6 android/text/method/ReplacementTransformationMethod.<init> ()V
----------------------------------------------------
               100.0%  [235]      5/5             15 android/text/method/ReplacementTransformationMethod.getTransformation (Ljava/lang/CharSequence;Landroid/view/View;)Ljava/lang/CharSequence;
[748]    0.0%                     5+0             15 android/text/method/SingleLineTransformationMethod.getReplacement ()[C
               100.0%   excl                      15
----------------------------------------------------
               100.0%   [33]      2/2             15 com/android/internal/widget/ActionBarContainer.<init> (Landroid/content/Context;Landroid/util/AttributeSet;)V
[749]    0.0%                     2+0             15 android/view/View.getId ()I
               100.0%   excl                      15
----------------------------------------------------
               100.0%   [52]      5/5             15 android/widget/ImageView.<init> (Landroid/content/Context;Landroid/util/AttributeSet;I)V
[750]    0.0%                     5+0             15 android/widget/ImageView.setMaxHeight (I)V
               100.0%   excl                      15
----------------------------------------------------
                60.0%   [22]      3/5              9 android/widget/TextView.<init> (Landroid/content/Context;Landroid/util/AttributeSet;I)V
                40.0%  [138]      2/5              6 android/widget/TextView.setTextAppearance (Landroid/content/Context;I)V
[751]    0.0%                     5+0             15 android/widget/TextView.setHighlightColor (I)V
               100.0%   excl                      15
----------------------------------------------------
                42.9%   [90]      2/4              6 com/android/internal/app/ActionBarImpl.<init> (Landroid/app/Activity;)V
                35.7%    [1]      1/4              5 android/app/Activity.setContentView (I)V
                21.4%   [86]      1/4              3 android/app/Activity.initActionBar ()V
[752]    0.0%                     4+0             14 android/app/Activity.getWindow ()Landroid/view/Window;
               100.0%   excl                      14
----------------------------------------------------
               100.0%  [171]      1/1             14 android/app/Activity.onCreate (Landroid/os/Bundle;)V
[753]    0.0%                     1+0             14 android/content/ContextWrapper.getPackageName ()Ljava/lang/String;
                42.9%   excl                       6
                57.1%  [823]      1/1              8 android/app/ContextImpl.getPackageName ()Ljava/lang/String;
----------------------------------------------------
               100.0%  [220]      6/6             14 android/graphics/drawable/Drawable.setState ([I)Z
[754]    0.0%                     6+0             14 android/graphics/drawable/Drawable.onStateChange ([I)Z
               100.0%   excl                      14
----------------------------------------------------
               100.0%   [45]      4/4             14 android/graphics/drawable/StateListDrawable.<init> (Landroid/graphics/drawable/StateListDrawable$StateListState;Landroid/content/res/Resources;)V
[755]    0.0%                     4+0             14 android/graphics/drawable/DrawableContainer.setConstantState (Landroid/graphics/drawable/DrawableContainer$DrawableContainerState;)V
               100.0%   excl                      14
----------------------------------------------------
               100.0%   [22]      3/3             14 android/widget/TextView.<init> (Landroid/content/Context;Landroid/util/AttributeSet;I)V
[756]    0.0%                     3+0             14 android/text/Spannable$Factory.getInstance ()Landroid/text/Spannable$Factory;
               100.0%   excl                      14
----------------------------------------------------
                78.6%   [22]      3/4             11 android/widget/TextView.<init> (Landroid/content/Context;Landroid/util/AttributeSet;I)V
                21.4%   [13]      1/4              3 com/android/internal/widget/ActionBarView.<init> (Landroid/content/Context;Landroid/util/AttributeSet;)V
